Location,Date,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,Soil_Moisture_Percent,Pesticide_Use_kg_per_ha,Yield_tons_per_ha
Region_D,2020-01-30,Wheat,20.52696348890248,7.048758295799078,54.558223221467664,1.9066911120873506,1.0019389825070606
Region_A,2020-01-31,Rice,24.065641779193204,16.060669152345085,47.04506539824723,2.348071848546273,3.700459631413729
Region_A,2020-02-01,Soybeans,22.801344708629124,25.091318241823746,47.89056687375519,1.4436062484359038,4.108905356254632
Region_D,2020-02-02,Wheat,32.23488942176866,27.3942092760732,40.838266279293606,4.8945246049530695,3.7620668090867255
Region_B,2020-02-03,Corn,,26.46824387031414,54.10459145203504,3.4052115967628525,1.5504382822456328
Region_B,2020-02-04,Wheat,30.159222697343175,119.08736913559572,44.09762795959497,4.70544746321982,3.1491505699235254
Region_A,2020-02-05,Corn,17.57219813481514,62.59388080847127,31.389120898264295,1.8652349463310993,1.2816522399489187
Region_D,2020-02-06,Soybeans,26.335251329346296,46.81258338158763,54.033699701251905,4.018509108486004,4.869701107654185
Region_A,2020-02-07,Rice,29.448153978117183,18.507749491469944,46.979032725390276,3.946363897481339,2.413945417881914
Region_A,2020-02-08,Wheat,25.41141994637712,86.80404969388556,35.569559788715175,3.612450433399437,4.755403609459896
Region_C,2020-02-09,Rice,,155.1219196899078,35.205070326007565,4.845375388700602,4.445869643684146
Region_C,2020-02-10,Wheat,22.41355774949814,86.07389054325331,42.96575545140762,2.27099901247842,2.599409647463938
Region_C,2020-02-11,Corn,,0.07831656240208741,44.63184795267585,1.0882279561539079,2.367215048732255
Region_B,2020-02-12,Rice,36.49449061809625,50.58523425335606,41.972922656312065,3.5226898665982733,3.850370216386338
Region_D,2020-02-13,Wheat,23.185807197801704,2.624457374752228,43.11308673442885,3.7818941021474277,2.655675962816929
Region_D,2020-02-14,Corn,22.77248739299614,14.893841161123783,56.999573745763804,3.087772580564666,3.6024846421582075
Region_D,2020-02-15,Rice,32.2669223855885,3.0684946790983156,50.71543152234886,1.4306805191002832,3.0171724091930816
Region_D,2020-02-16,Rice,32.89786072865356,46.2912334064396,41.90635591265024,2.770051737512099,1.7188415855343666
Region_C,2020-02-17,Wheat,22.385699864233658,58.012138272238026,49.41310580767483,1.9048538145610823,1.269531980875541
Region_B,2020-02-18,Wheat,22.899065914520712,6.07944307284065,29.674760964724605,2.4235993767501007,3.726684248494597
Region_B,2020-02-19,Wheat,23.591076955697464,24.212339807468023,43.979270499468086,3.4034835913009878,2.9384422536693746
Region_C,2020-02-20,Corn,18.277747444828613,30.462044288539463,58.0930634973311,3.8534663421087556,2.9469101830858677
Region_B,2020-02-21,Wheat,20.40674026757901,23.026672405936967,37.81954104607626,1.545011109056044,4.195863839093786
Region_C,2020-02-22,Rice,19.97929616623966,6.4499411832058655,31.52366071380915,2.32396412291129,4.673442276632445
Region_D,2020-02-23,Rice,21.161012174479357,27.145733209194038,33.4791111140694,1.7112270694623313,3.2274552786381907
Region_C,2020-02-24,Wheat,24.826575563066093,69.5508844864037,29.103669626576117,1.393842262378411,3.1594012930901387
Region_D,2020-02-25,Wheat,26.171073662682602,3.6827395253618054,32.15238091872297,4.025242489981273,4.000143033113884
Region_D,2020-02-26,Soybeans,32.75250246407038,4.1788647782379895,36.29491901409971,4.591637124966466,2.1430644303004245
Region_A,2020-02-27,Rice,20.008229796306047,21.907521936821517,25.94432980821358,2.1660448355805952,3.723153054747697
Region_C,2020-02-28,Corn,29.921611992382918,142.12971527639203,40.15618333949603,3.880755159681951,4.051885971822154
Region_A,2020-02-29,Soybeans,23.930055778872454,55.217331942045874,49.02277173786647,4.53647880213985,4.180230208417629
Region_C,2020-03-01,Wheat,24.752681451737836,56.76432558498414,30.9224381985308,4.307558947386042,1.563247297497535
Region_C,2020-03-02,Wheat,28.37409746083302,22.46457986449028,55.19283923641769,1.3226602484265166,2.7386447301910595
Region_A,2020-03-03,Rice,19.386389892188507,45.02834892867231,45.107920885275945,4.803313466810126,2.6217367471765334
Region_A,2020-03-04,Wheat,26.912048730920255,0.5091426876271543,50.305805856240575,2.195043981932581,3.599886954409213
Region_C,2020-03-05,Corn,25.83226104106528,50.543265496302126,33.42165446147863,2.0265829752822633,3.980744579767984
Region_B,2020-03-06,Rice,27.462256320040744,122.25754297699063,48.545252270666154,0.7809409727500115,4.996710407445981
Region_D,2020-03-07,Wheat,26.44584321953909,47.41145219464216,29.08066099604687,2.6877814434719736,3.005034519631927
Region_A,2020-03-08,Rice,37.276500699554475,103.45420566187717,48.90247500836509,0.9905612703841792,3.002427501690786
Region_D,2020-03-09,Wheat,21.81130007874342,64.36283964535804,41.718393397935316,1.618429194173417,4.649672018878747
Region_B,2020-03-10,Wheat,22.345015224990913,6.423406851299853,45.53251219984784,1.9262417979527662,3.796576938530305
Region_B,2020-03-11,Wheat,,116.3712057990887,28.24405394375148,4.139718455712578,4.767651511187974
Region_B,2020-03-12,Corn,22.222614404198726,3.437708089506855,31.049301577233955,4.439698926781534,3.7887280030098363
Region_A,2020-03-13,Corn,21.81306436346741,38.174992294642344,45.972282182533846,1.8610984285766135,2.342883381286729
Region_B,2020-03-14,Rice,30.94508265553776,7.66555051037578,30.516519957757993,4.3641415456005825,2.1668716452221934
Region_A,2020-03-15,Wheat,32.102521239949276,0.5887836307241012,44.63206292099123,4.35753921816406,1.948487750941071
Region_B,2020-03-16,Wheat,22.14626853125262,27.41203428218688,26.328621935397543,3.940929276731931,4.162051834758473
Region_D,2020-03-17,Corn,20.838222134478855,17.480760959518882,48.48174212666668,1.160128013068317,4.688596823087008
Region_D,2020-03-18,Wheat,27.35707778193202,33.27664871115796,27.67476685231491,3.6064528110532805,5.349362141386381
Region_C,2020-03-19,Corn,22.238884778595143,43.04278785462037,45.522999376795234,4.752608290612559,4.3431053323232405
Region_D,2020-03-20,Wheat,28.164659088777555,2.236223312795628,46.256309336460006,3.5714321544522067,4.662838577534986
Region_C,2020-03-21,Rice,26.0146151042565,6.562602194234074,33.03228181570425,1.992275820985253,2.9199836673463153
Region_D,2020-03-22,Wheat,17.42127942501384,40.894991986412336,45.82026567084727,2.7526069284387407,2.3435841832561435
Region_A,2020-03-23,Wheat,32.737526006650306,21.016300809552895,42.60442263333556,3.4057626950797415,4.350079332417553
Region_D,2020-03-24,Soybeans,33.97938836547761,65.31384192807292,34.61158143807262,2.797566839278266,3.917680752239401
Region_C,2020-03-25,Corn,21.93605654757807,52.81956106258551,29.91445315923792,1.0397882377893641,3.6074443743408926
Region_C,2020-03-26,Wheat,23.061492200320078,93.4118449748684,20.37374308327421,1.904288200934093,3.8873714806329898
Region_B,2020-03-27,Wheat,26.429326953624525,58.962843205134874,43.496500472996935,4.110782137491347,3.823185482458206
Region_A,2020-03-28,Soybeans,26.672283949935125,28.099900430200307,24.35197228637945,4.376381207429828,4.7838168598535615
Region_D,2020-03-29,Soybeans,28.29272136336415,55.884652055280746,40.95344199441308,1.1178501472200661,4.794985584816956
Region_B,2020-03-30,Corn,35.05102269383175,16.10547599900646,37.36551783917751,4.785740385794261,4.044220352340347
Region_D,2020-03-31,Soybeans,24.11526386252975,18.286757394049722,46.79142775438196,1.979701780318742,4.3458028725629285
Region_D,2020-04-01,Rice,21.00851377730773,77.79134079251587,36.97954500510136,3.48041182428824,4.014062552424776
Region_B,2020-04-02,Soybeans,18.103403859927365,29.56740644578376,36.70552213652908,3.8832131568050654,3.038830267965381
Region_B,2020-04-03,Rice,21.345349800290403,80.06861151346733,47.318707042882956,4.153758055870475,4.25656467491314
Region_B,2020-04-04,Corn,24.834365135631014,86.41737171109364,43.35058029084117,4.755873660016686,2.1055049311407386
Region_B,2020-04-05,Corn,33.97278931758894,97.44254161289727,43.16155957182778,1.9081379661297018,4.553891552295883
Region_B,2020-04-06,Corn,22.411943504819142,124.22647754965885,44.69267589808526,4.363279045481995,2.305477060233965
Region_D,2020-04-07,Corn,,28.192443534990463,24.64427876792894,1.0925910654629316,3.785803286794733
Region_B,2020-04-08,Corn,24.91788551963624,19.199871207157358,47.56788679986982,3.672684078591167,2.6548460415738413
Region_A,2020-04-09,Rice,30.94196636724042,43.63747149250416,46.12468794013602,3.8388997828129363,4.053388983074427
Region_C,2020-04-10,Rice,37.63466212936811,23.1949091486295,29.83316871423503,3.549754585405942,3.466074774072091
Region_B,2020-04-11,Corn,22.345656135398396,45.948988053763166,37.55919526325799,1.6354163126081884,1.9052440418366676
Region_B,2020-04-12,Soybeans,22.55280278740889,61.13839361847305,,4.428694161568416,3.9206996310184787
Region_D,2020-04-13,Wheat,30.22080438534536,58.30255353370436,38.655032155982674,1.2598630851667776,2.922079223167289
Region_B,2020-04-14,Corn,28.40945744813156,23.464425212038993,43.338599665685344,0.7413565618437388,4.381146720813369
Region_B,2020-04-15,Soybeans,34.23353662868017,9.127691290240818,54.313667818311835,3.7285924577536047,3.5013256887344073
Region_B,2020-04-16,Wheat,27.919640926629818,28.152400679893052,50.81766727672829,2.6396407185473016,3.8954209853880384
Region_D,2020-04-17,Corn,23.203539546064704,7.692194749305026,26.877808065685937,4.320941089814042,2.542431044984788
Region_B,2020-04-18,Corn,27.953274153461546,110.40787202685334,46.220699903060485,2.225287134762165,2.910667768572638
Region_C,2020-04-19,Rice,30.543517902914537,21.223028808697002,53.2893331953541,1.2572536482847076,3.0413613638989156
Region_D,2020-04-20,Wheat,29.102410905986822,8.388975176259995,43.868085206892026,4.2639898661144136,4.356702480242555
Region_C,2020-04-21,Wheat,27.53637015553649,1.2888577198338331,50.90980425185967,2.9700933423803226,5.177377087805489
Region_D,2020-04-22,Soybeans,30.333373447945768,51.897837901030364,60.12270445700765,1.351381065756597,2.6948282482571235
Region_B,2020-04-23,Rice,30.846477952228362,50.654169149840996,50.23709546106981,3.7417279936390058,4.5768481446576805
Region_C,2020-04-24,Rice,31.910794955187637,20.82156335553708,42.49308595641729,2.8000113732027523,1.330322582274298
Region_D,2020-04-25,Rice,28.243549437948214,3.7206564888137263,50.450884740847535,3.219408420081439,2.3058105989077107
Region_A,2020-04-26,Rice,24.164409598415727,26.350197405587313,,2.5740425219296186,2.5412215438132253
Region_B,2020-04-27,Wheat,25.733568432166614,18.641486276414167,,4.229190427181029,2.1474913105592774
Region_D,2020-04-28,Wheat,31.032544832541785,56.523826157935076,36.485857642862676,4.233032220573724,1.91641161021242
Region_A,2020-04-29,Corn,20.91532164506382,46.54221230029178,55.63413358832108,3.692249698209738,3.9129989121377977
Region_D,2020-04-30,Corn,26.843366544364507,22.67453432794459,31.815713340579986,0.9743061982840802,3.2859323022721387
Region_A,2020-05-01,Rice,23.033305938363196,12.288157461212414,55.32367724678116,4.27484237856831,3.87940539760511
Region_B,2020-05-02,Rice,25.143724114674086,221.2925154682265,44.99864123740372,3.5195584123980943,4.190472686121513
Region_C,2020-05-03,Rice,31.392259313036494,30.25696362326469,26.006938251980586,3.6366087470193476,3.7656169931725336
Region_A,2020-05-04,Corn,25.955495340099517,58.28157192596623,43.67649292991422,2.1334227818174223,4.1577631761503735
Region_D,2020-05-05,Soybeans,25.232182740780743,7.573304104734127,18.99973492348376,4.456758002706531,3.4304677137577304
Region_B,2020-05-06,Soybeans,18.200719295100406,33.23670411344603,46.25508016831036,3.7641722010568586,2.3130066116942554
Region_A,2020-05-07,Corn,28.731267830136105,1.3961481211462656,48.852314829889906,1.006657099381375,4.557814180820796
Region_D,2020-05-08,Corn,28.227420905705376,35.2058684735351,34.07644044347946,2.335001154827732,2.910887867218873
Region_D,2020-05-09,Corn,35.8162736165273,166.23599942560742,41.235476959555825,4.488711628820638,2.564403701237574
Region_D,2020-05-10,Corn,23.461108825234994,24.2421972397371,59.541574337502865,0.7123851576382054,3.322082124195602
Region_A,2020-05-11,Corn,26.095751638319694,1.9888360387391568,34.942532957380635,4.826374788389223,2.587189080703487
Region_A,2020-05-12,Corn,26.246918418553776,1.5722522362918268,29.410924129433994,3.5562315574380325,3.082569618010568
Region_A,2020-05-13,Rice,32.887266398817374,24.550068131504073,54.816634024625984,3.3411918993951946,3.8440539215634666
Region_C,2020-05-14,Rice,24.523522338065238,8.719153692556542,59.625871905307946,1.7175166541959612,3.848341739246127
Region_A,2020-05-15,Rice,26.395107628851697,1.1814538540600281,40.03695671847847,1.6195630493262967,2.6021699335743707
Region_A,2020-05-16,Rice,28.039482548582697,70.57314520714553,50.11463035408356,4.739261987698679,3.012294627051255
Region_A,2020-05-17,Corn,25.93304561578179,30.67273522269077,53.414759155308815,1.8422260440535523,4.574333004770244
Region_C,2020-05-18,Soybeans,22.767831927247357,17.07135864146678,32.57515767461616,3.9897738352354972,3.996400117733941
Region_A,2020-05-19,Wheat,25.97044996449154,115.17086346607717,35.14694164632132,2.269048091931856,5.575065039348542
Region_D,2020-05-20,Corn,30.36815874929886,6.172771174893265,52.30874513154735,1.126643318531168,4.680128173741528
Region_A,2020-05-21,Wheat,19.8674235029447,156.08612740704874,56.85014278708509,0.5482188396291152,4.644293068559939
Region_D,2020-05-22,Soybeans,25.66484837073438,18.841456774526314,45.62880860174355,2.949158016568629,2.112131449544198
Region_D,2020-05-23,Rice,21.499395925304135,109.6433567784054,31.201856464979457,4.891004683470197,4.263860351633422
Region_D,2020-05-24,Soybeans,30.975233144624212,46.18375603423861,59.87061111699441,2.16111287214142,3.4468931983030893
Region_C,2020-05-25,Corn,17.384065476081126,87.6386775688192,34.690291021880356,2.107365502968702,2.9490181964617506
Region_C,2020-05-26,Rice,22.205390763642058,206.79947980001413,36.64862218828548,2.0484122803224896,3.6680153405325284
Region_C,2020-05-27,Corn,26.886059375322603,17.012348244930582,43.423378344896214,2.842447267871863,4.4452115346114836
Region_A,2020-05-28,Rice,32.827620146171704,162.38368329798274,55.54160420714774,2.482991975409321,4.000831591004212
Region_D,2020-05-29,Wheat,24.67124869463506,24.672366484581094,48.539759765522234,4.459615820271566,2.62152619865794
Region_C,2020-05-30,Wheat,22.22400236653401,24.34828616049801,44.148655003619105,2.774843562755706,4.24245891359262
Region_C,2020-05-31,Wheat,34.40578534720295,20.80510688152398,44.63288530118106,2.7849102718485597,2.862412457924036
Region_A,2020-06-01,Soybeans,17.75993049791878,38.97967484469401,40.43514668643466,1.1226721762425047,3.716683118964286
Region_C,2020-06-02,Corn,14.005970216899591,8.37036899559433,45.58139514518506,4.922327934096737,3.196649932522866
Region_A,2020-06-03,Soybeans,27.20007225026666,40.33948211457837,14.70439922305697,1.6248780089097337,3.281133748264374
Region_B,2020-06-04,Wheat,22.489728878236946,39.01208940447564,37.033925409302014,0.8301383035682119,4.26624297504051
Region_C,2020-06-05,Corn,19.893835914346433,71.75360691532478,42.41321934916781,3.4841581203884395,2.459806280184102
Region_B,2020-06-06,Wheat,28.541782236496765,89.68305238542267,28.48985916380493,3.179148665705927,5.445195074276933
Region_A,2020-06-07,Soybeans,26.219003568855996,29.030346577253276,,2.368155442967356,1.6789139307055037
Region_D,2020-06-08,Soybeans,22.179606846316357,18.000686241447333,37.95528779013878,2.3998650524630514,2.902332316745143
Region_C,2020-06-09,Soybeans,18.59847800664553,15.010335452106865,57.5547569831549,4.03278764470894,3.870211889941741
Region_A,2020-06-10,Wheat,29.362286641400722,10.822291355506094,55.730197252148564,1.3807068804484208,4.08431416643531
Region_D,2020-06-11,Corn,28.251005889793305,2.96879789041904,35.34194430881837,4.191139935252004,3.3995242794282947
Region_D,2020-06-12,Corn,24.504120681103085,20.961569920849488,38.49162288433305,3.4193620125275817,3.4426092969984574
Region_B,2020-06-13,Wheat,34.23318498023833,15.752505335258448,39.260524343916074,2.38536398200786,3.9105500853276167
Region_A,2020-06-14,Corn,19.649576168369236,169.68733912148303,35.483405238403776,2.561128774627409,3.2689305225423197
Region_D,2020-06-15,Wheat,17.372374145376305,40.78934248270577,41.950249840281266,1.6549124323374311,4.893181257934906
Region_C,2020-06-16,Corn,21.540459650593778,21.33012477585504,32.4171793111241,3.8845144971363865,4.339349114231602
Region_C,2020-06-17,Rice,24.77206991822251,43.430726181128634,28.693846650624735,2.807936340373705,4.372824351005635
Region_B,2020-06-18,Rice,26.21669724661346,7.494462875107239,46.227112239002686,1.9438454423742961,2.533843276629583
Region_D,2020-06-19,Soybeans,23.79381971071835,29.353283672145146,46.29529584221811,3.182225520924276,3.420611575594297
Region_A,2020-06-20,Rice,26.760276982571483,49.206310289100564,31.956842403400074,4.980805034230953,3.1995340512792962
Region_C,2020-06-21,Rice,18.74230287904778,33.559288548973754,48.95355430762599,2.4586802584544922,2.4943986243105343
Region_D,2020-06-22,Rice,32.2188230203663,25.6897347427876,33.68422270834669,4.643111303503788,3.8601641839457668
Region_D,2020-06-23,Wheat,24.589244108037157,254.55206319712303,42.53165238037981,2.0525757796605477,2.9623542422201834
Region_B,2020-06-24,Rice,30.586479157940637,106.14450001233983,,0.7462971811624365,4.155403829850237
Region_C,2020-06-25,Rice,26.71362673188852,48.82937419034039,39.66387435296287,1.41908947865793,2.4298084371056685
Region_C,2020-06-26,Soybeans,27.283766095768918,42.12615601905684,44.54740912141134,2.384128144974579,5.219040612841821
Region_A,2020-06-27,Rice,27.84883640116102,48.466182165997715,34.835703561124284,1.4883571786755605,2.603667341407938
Region_C,2020-06-28,Rice,27.238542800086574,11.239251629289253,38.03533416571903,0.5010216719821499,3.719302337200436
Region_A,2020-06-29,Corn,28.21361379933772,25.137726084509843,37.94140569119659,4.617506919863873,4.291859310388068
Region_C,2020-06-30,Soybeans,31.645762650662157,2.0129583182880104,32.53421653459761,4.29745735053918,2.929359569799887
Region_B,2020-07-01,Soybeans,25.98260584850735,32.26988145217898,38.23225836884218,3.840315041691262,4.3524686434329505
Region_C,2020-07-02,Soybeans,28.54501878794256,39.15628418764873,24.513817011362534,1.2551656804071287,2.270816402199584
Region_A,2020-07-03,Soybeans,24.551321528563868,12.922330272947285,35.08846252857895,1.0416360929449373,4.95211769918256
Region_A,2020-07-04,Soybeans,32.200586077247365,166.25189859498883,37.15124506630329,0.8042213726257241,3.5141492649657584
Region_B,2020-07-05,Soybeans,21.61803848970365,120.09520086993216,37.4382024750462,3.7581313494781456,2.90358859203112
Region_C,2020-07-06,Wheat,34.004702164554075,64.03247667618976,37.58502554129221,4.6796358230954835,3.2008182275725656
Region_C,2020-07-07,Rice,24.799210246778284,38.112713153296625,39.382358001398714,2.4374111941086665,4.308919269392719
Region_B,2020-07-08,Soybeans,17.84612448940976,101.99918115913103,44.79441518086064,1.0361330239822166,2.915544708149562
Region_C,2020-07-09,Rice,25.640522074553946,7.000608453811546,48.745170741325225,2.8057676932944795,2.7506423105772226
Region_C,2020-07-10,Rice,21.594741712625595,78.15391457141175,33.50234773151733,2.0697435835638354,3.278463402416262
Region_A,2020-07-11,Wheat,29.203217744943622,6.666331477601192,27.967991446108556,2.1867121595749897,2.323037887230032
Region_C,2020-07-12,Soybeans,21.736880103488044,79.04511335870843,29.57955587756897,3.2959878087006826,5.320543907941816
Region_C,2020-07-13,Corn,22.769082833926102,16.13214498956713,35.12797078805073,3.7342315096799106,2.9336054087852768
Region_B,2020-07-14,Wheat,15.552296345272346,104.81538129752246,36.48078682183491,0.9977161949292238,4.331616786180404
Region_B,2020-07-15,Corn,,144.1577773175082,32.30003933802543,0.6601560386291437,3.7094700836477728
Region_D,2020-07-16,Rice,12.880603366855217,8.055171260730479,27.038833357501055,4.974486362085717,2.515465949518032
Region_A,2020-07-17,Rice,17.080485882571384,31.05766397295583,35.43879172525812,1.5472775701199832,3.4940452907872706
Region_C,2020-07-18,Wheat,28.802073280721487,198.13261065714855,41.814266201139716,0.7422373620880658,4.2840027793107485
Region_C,2020-07-19,Wheat,28.92900079325416,33.02503962436906,45.950294658355645,1.35443898093164,3.3117386649136935
Region_D,2020-07-20,Corn,27.127287808924823,99.58894376326063,34.42576946891679,0.6753103085680889,4.693112945851028
Region_C,2020-07-21,Soybeans,20.165119284353935,44.425452346212495,35.87002177856566,2.2631490257772726,4.521515392781864
Region_A,2020-07-22,Corn,24.7614432192901,23.52658106401821,30.733016911526892,4.1108080300309595,4.418914854658329
Region_D,2020-07-23,Wheat,24.981987304547157,16.828460953003795,39.685608296252234,2.0356000239097427,3.040343227727003
Region_A,2020-07-24,Corn,19.208176554037287,11.359027645419319,31.515713658091855,2.4988253309526494,2.4201575522185133
Region_D,2020-07-25,Wheat,32.51699150883575,71.73185146084778,45.731278132412,3.5401404810534745,2.8864123946372056
Region_D,2020-07-26,Corn,29.386811452878355,24.432052140118795,22.141335080658887,2.790023315314461,3.6962409406667205
Region_B,2020-07-27,Wheat,23.89517913085168,35.7978132807031,36.40370327547538,4.376505587095959,4.0457867135323555
Region_A,2020-07-28,Wheat,25.134429194972654,33.89573727044545,43.01107339191742,4.397160537705904,1.3284285952395525
Region_C,2020-07-29,Wheat,26.04191403973776,43.0521480586775,41.83834516322504,0.5445981297101914,3.49188679838825
Region_C,2020-07-30,Soybeans,14.791325657878547,100.33824089565735,66.93033663980496,4.001208379174397,3.6580892253231845
Region_A,2020-07-31,Corn,23.764113087397014,197.48453956678412,43.49800024567907,2.5733012010875322,3.2224557436844483
Region_C,2020-08-01,Corn,21.590078760011007,26.177327012433345,29.959454031579895,4.949782435866484,4.791273839015879
Region_C,2020-08-02,Corn,19.991899950525422,87.87338709486767,39.04535752910927,2.674544341439458,3.921780074250871
Region_A,2020-08-03,Wheat,23.594498535570224,72.30811982512931,22.237536665335483,4.941031754247339,4.810191908080897
Region_D,2020-08-04,Corn,33.988432634247616,42.61053979223314,39.194002507032394,3.8955621254258146,3.284039479649768
Region_A,2020-08-05,Corn,28.20421430633505,156.23188325989673,31.669439429992416,1.6187219807598785,4.437477492506925
Region_D,2020-08-06,Wheat,22.144105051086015,11.186843585222507,49.15390275560162,2.9227774067913095,5.135066394527519
Region_C,2020-08-07,Rice,27.862913906780793,5.785371390988225,34.504597254044654,4.964610377653623,4.811693449272661
Region_C,2020-08-08,Wheat,31.99677718293001,96.1944095446393,38.832340842047536,4.358887734883657,2.407858406571267
Region_C,2020-08-09,Corn,29.623168414563843,28.91507309737382,33.64442158595597,0.9381510220604949,3.246323922457619
Region_B,2020-08-10,Wheat,25.29815184960087,93.85569055162965,57.388513518533316,3.6786739856449824,3.1548352945502036
Region_D,2020-08-11,Rice,21.76531611147213,111.78849196435586,36.78757233882088,2.0551081364186587,3.9892545350763275
Region_B,2020-08-12,Wheat,28.491116568067948,3.22466443437917,58.32557043479201,0.5314201784615665,4.186353555014533
Region_B,2020-08-13,Corn,26.967426927108747,107.47807940351615,48.141517621182665,2.315664360621498,2.661107325974264
Region_A,2020-08-14,Rice,29.475966100138663,29.739269933421237,44.82066727335386,1.5563948977623707,3.5678385139169375
Region_B,2020-08-15,Soybeans,28.175859008409848,35.71164541230529,43.6873314731752,4.184911717342121,1.4800726678438636
Region_A,2020-08-16,Corn,30.247763576596675,49.254249604265105,43.93797298216251,2.0179877398059447,4.94194500580189
Region_A,2020-08-17,Rice,22.32382394219716,130.4436979782388,20.7232742065439,4.2238566227921766,2.9876257593233064
Region_B,2020-08-18,Rice,31.586970328171628,0.9650584682792921,37.21116605849244,0.5026907247565788,3.555863939844497
Region_D,2020-08-19,Soybeans,25.987998023461998,32.39372819689116,48.451579711843216,1.885186175117536,3.1903502860119386
Region_D,2020-08-20,Wheat,35.37630436312632,58.19307990668292,39.51102816525894,1.5852434643849287,4.646027575013415
Region_D,2020-08-21,Wheat,21.55406090955216,64.13402087725522,25.948101531964248,1.5510531248087494,0.662493558602621
Region_D,2020-08-22,Corn,33.67981901582625,58.9692832855554,39.4759554942253,0.8068397889445822,3.483389657674091
Region_D,2020-08-23,Soybeans,25.989553917313238,7.218647779765466,57.04105516255491,1.3420592168472578,3.394181242502302
Region_B,2020-08-24,Wheat,21.74290998192776,17.790593565488702,52.46891715534719,2.9999730644852893,3.0463636124083173
Region_B,2020-08-25,Soybeans,22.58057082972839,22.214106120466734,39.379959906339685,1.8111248277698502,5.226226545635632
Region_C,2020-08-26,Wheat,23.3982634590284,81.59368813932608,49.514492770580866,2.378276520481166,2.6126705411442286
Region_D,2020-08-27,Rice,27.120829732009582,16.3391574588316,36.33492979631948,2.1959009615623484,4.271796177235661
Region_B,2020-08-28,Wheat,27.6141774401775,11.830754561812427,22.96128413173281,4.441572162499526,3.8562527887060836
